Listings,Price,Room Type,Reviews,Location
"Beautiful, Modern 2BR, Park Slope",140,Entire home/apt,1,"Park Slope, Brooklyn"
Only 1 minute-walk to Park & Metro!,59,Private room,3,"Lefferts Garden, Brooklyn"
Global Modern Garden Apt BedStuy,135,Entire home/apt,6,"Bedford-Stuyvesant, Brooklyn"
2 Bedroom Apartment,150,Entire home/apt,1,"Fort Greene, Brooklyn"
Sunny apt next to Prospect Park!,60,Private room,3,"Lefferts Garden, Brooklyn"
"Sun-filled, Quiet, Eclectic apt",73,Private room,1,"Park Slope, Brooklyn"
Huge Loft in Prime Williamsburg!,150,Private room,1,"Williamsburg, Brooklyn"
Williamsburg Spacious Studio,149,Entire home/apt,9,"Williamsburg, Brooklyn"
"Stunning View, Sunny & Spacious",215,Entire home/apt,8,"Williamsburg, Brooklyn"
Sunny Spot in Heart of Williamsburg,230,Entire home/apt,1,"Williamsburg, Brooklyn"
Large & Private 1 BR in BK Heights!,150,Private room,1,"Brooklyn Heights, Brooklyn"
"1bd, GreatLocation & Suprhost bdg!",73,Private room,2,"Greenpoint, Brooklyn"
Park Slope livingroom/bedroom/bath,135,Private room,5,"Park Slope, Brooklyn"
Quintessential Brooklyn...!!,108,Entire home/apt,1,"Boerum Hill, Brooklyn"
Bed & Bath in Park Slope Mansion,115,Private room,1,"Park Slope, Brooklyn"
Bedroom with Garden at the Back,70,Private room,1,"Clinton Hill, Brooklyn"
The Williamsburg Experience.,51,Private room,7,"Williamsburg, Brooklyn"
Private 5 Stars Apt- Winter Sale,159,Entire home/apt,1,"Park Slope, Brooklyn"
"Garden floor thru apt in Bklyn, NY",125,Entire home/apt,1,"Crown Heights, Brooklyn"
Prospect Heights Pied-a-terre,119,Entire home/apt,4,"Crown Heights, Brooklyn"
Brooklyn Oasis - Master Bedroom,89,Private room,1,"Lefferts Garden, Brooklyn"
1) Cozy Private Room exposed Brick!,54,Private room,1,"Bushwick, Brooklyn"
"Cozy, Clean, Quiet, Private Room!!",45,Private room,5,"Flatbush, Brooklyn"
"Sunny & Cozy Room, LGBTQ Friendly",65,Private room,2,"Park Slope, Brooklyn"
Spacious & Cozy Private Room!,55,Private room,6,"Sunset Park, Brooklyn"
Cozy Private Bedroom in Greenpoint,80,Private room,4,"Greenpoint, Brooklyn"
Private Brooklyn Studio,99,Entire home/apt,2,"Fort Greene, Brooklyn"
Bohemian Paradise in Industrial BK,99,Private room,6,"Williamsburg, Brooklyn"
"Sunny Private Room,Williamsburg Pad",60,Private room,2,"Williamsburg, Brooklyn"
Vivid room in trendy Williamsburg,89,Private room,6,"Williamsburg, Brooklyn"
"Williamsburg, Bedford Ave Stop",50,Private room,2,"Williamsburg, Brooklyn"
Cozy Room near Botanical Gardens,60,Private room,O,"Crown Heights, Brooklyn"
Waterbury House East Williamsburg 1,110,Private room,6,"Williamsburg, Brooklyn"
"Luxury One BR Apt Brooklyn, NY",230,Entire home/apt,3,"Fort Greene, Brooklyn"
Quiet classic charmer in the trees,190,Entire home/apt,1,"Park Slope, Brooklyn"
The best Williamsburg has to offer!,320,Entire home/apt,8,"Williamsburg, Brooklyn"
Charming Brooklyn Garden House,275,Entire home/apt,2,"Park Slope, Brooklyn"
Bright Box Factory Loft,50,Private room,5,"Greenpoint, Brooklyn"
Bright Sunny 8x13 Williamsburg Room,77,Private room,5,"Williamsburg, Brooklyn"
Gorgeous Modern Williamsburg Loft,150,Entire home/apt,2,"Williamsburg, Brooklyn"
"Private room and bathroom, Bushwick",100,Private room,1,"Bedford-Stuyvesant, Brooklyn"
Large bedroom steps to subway,49,Private room,1,"Crown Heights, Brooklyn"
bedroom in front  prospect park sw,48,Private room,6,Brooklyn
"Huge, Sunny n Swank Brooklyn loft!",225,Entire home/apt,8,"Bushwick, Brooklyn"
HUGE Loft! Comfy! Light! Plants!,66,Private room,4,"Bushwick, Brooklyn"
VIEWS VIEWS VIEWS from Designer Apt,300,Entire home/apt,3,"Williamsburg, Brooklyn"
Sunny Bushwick Apartment / Morgan L,99,Entire home/apt,7,"Williamsburg, Brooklyn"
"Huge, sunny, central Brooklyn gem",195,Entire home/apt,5,"Greenpoint, Brooklyn"
Location! Location! Location!,145,Entire home/apt,1,"Park Slope, Brooklyn"
Lovely Carroll Gardens Apartment,150,Entire home/apt,3,"Carroll Gardens, Brooklyn"
Private Bedroom,59,Private room,1,"Bushwick, Brooklyn"
Studio in PRIME North Park Slope,135,Entire home/apt,3,"Park Slope, Brooklyn"
Sunny Delight with Free Bikes!,60,Private room,8,"Clinton Hill, Brooklyn"
NICE ROOM #1 ~ AWESOME LOCATION!!,139,Private room,3,"Williamsburg, Brooklyn"
Sunny room in picturesque Brooklyn,60,Private room,2,"Prospect Heights, Brooklyn"
The Real Cool Large Private Deal,195,Entire home/apt,9,"Williamsburg, Brooklyn"
ZEN LOFT 1 - INSTANT BOOK NOW :),80,Private room,1,"Williamsburg, Brooklyn"
Cozy and Quiet Private Bedroom,85,Private room,9,"Williamsburg, Brooklyn"
Designer 1 Bedroom in Williamsburg,155,Entire home/apt,2,"Williamsburg, Brooklyn"
"Budget Luxury, w/ Manhattan Views!",89,Private room,5,"Williamsburg, Brooklyn"
"Huge loft, Greenpoint,Brooklyn, NYC",65,Private room,1,"Greenpoint, Brooklyn"
Lovely sun-lit 3-bedroom apartment,175,Entire home/apt,2,"Bedford-Stuyvesant, Brooklyn"
Large 2 BR apt in quiet brownstone,130,Entire home/apt,4,"Bedford-Stuyvesant, Brooklyn"
"Bright, Beautiful 1.5BD Duplex",195,Entire home/apt,4,"Greenpoint, Brooklyn"
2 BR loft on charming tree-lined St,200,Entire home/apt,9,"Carroll Gardens, Brooklyn"
Bondtastic: Fabulous in Brooklyn.,120,Entire home/apt,1,"Gowanus, Brooklyn"
"Huge Brooklyn Loft w/Deck, NYC View",75,Private room,3,"Bedford-Stuyvesant, Brooklyn"
"Private Room, Big Apt near L train",70,Private room,2,"Bushwick, Brooklyn"
PenthousPrivate room & bath w roof,59,Private room,2,"Bedford-Stuyvesant, New York"
BIG 2 Bed/2 Bath in Prime Brooklyn!,200,Entire home/apt,1,"Cobble Hill, Brooklyn"
Private Bedroom in the loft,60,Private room,1,"Bushwick, Brooklyn"
3 Bed (2 Bath) Williamsburg Duplex!,215,Entire home/apt,1,"Williamsburg, Brooklyn"
"Clean, Spacious PRIVATE ROOM & BATH",95,Private room,5,"Williamsburg, Brooklyn"
Sunny & Spacious Brooklyn Apartment,150,Entire home/apt,O,"Bedford-Stuyvesant, Brooklyn"
"Bright, Large room with Queen Bed",95,Private room,1,"Williamsburg, Brooklyn"
PRIME LOCATION STYLISH COMFORT,250,Entire home/apt,3,"Williamsburg, Brooklyn"
"Cozy, Clean Cobble Hill Brownstone",140,Entire home/apt,6,"Cobble Hill, Brooklyn"
SUNNY BIG ROOM IN STYLISH APT,80,Private room,1,"Bedford-Stuyvesant, New York"
Giant Bedroom - Steps from Subway,94,Private room,5,"Carroll Gardens, Brooklyn"
BayRidge near subway & express bus,40,Private room,4,"Bay Ridge, Brooklyn"
"Modern, Well-Appointed Room in NYC!",65,Private room,7,"Bedford-Stuyvesant, Brooklyn"
Huge and Beautiful Room,75,Private room,5,"Bushwick, Brooklyn"
Beds Bikes Breakfast (on The Park!),55,Private room,3,"Flatbush, Brooklyn"
Whimsy Williamsburg 1BR Apartment,135,Entire home/apt,2,"Williamsburg, Brooklyn"
"Private bathroom, private rooftop!!",89,Private room,3,"Williamsburg, Brooklyn"
Cozy! Fireplace! 2.5 mins 2 Manhatn,165,Entire home/apt,4,"Downtown Brooklyn, Brooklyn"
Spacious Sunny Park Slope Penthouse,200,Entire home/apt,8,"Park Slope, Brooklyn"
Invitation to travelers,85,Private room,5,"Bedford-Stuyvesant, Brooklyn"
Colorful Room in Artsy BedStuy Home,40,Private room,O,"Bedford-Stuyvesant, Brooklyn"
The Brooklyn Life - Garden Suite,125,Entire home/apt,9,"Bedford-Stuyvesant, Brooklyn"
Affordable bedroom by Barclays Cntr,45,Private room,4,"Lefferts Garden, Brooklyn"
In the heart of Williamsburg,125,Entire home/apt,1,"Williamsburg, Brooklyn"
Charming one bedroom in Brownstone,75,Private room,3,"Bedford-Stuyvesant, Brooklyn"
Sweet South Park Slope Apartment.,95,Entire home/apt,4,"Greenwood Heights, Brooklyn"
Private Room in Beautiful Brooklyn,65,Private room,2,"Flatbush, Brooklyn"
Family Owned & Operated Brownstone,60,Private room,4,"Bedford-Stuyvesant, Brooklyn"
Private Room in Trendy Bushwick,77,Private room,7,"Bushwick, Brooklyn"
Huge private room with queen bed,79,Private room,3,"Greenpoint, Brooklyn"
Cozy 2 Bedroom Bushwick Retreat,145,Entire home/apt,1,"Bushwick, Brooklyn"
Brooklyn Heights 1 Bedroom,160,Entire home/apt,2,"Brooklyn Heights, Brooklyn"
Private Room in a two bedroom apt.,85,Private room,2,"Bushwick, Brooklyn"
Top Bunk Cozy Bed near JMZ subways,26,Shared room,1,"Bedford-Stuyvesant, Brooklyn"
2 Bedroom loft in E. Williamsburg,150,Entire home/apt,5,"Bushwick, Brooklyn"
"Great loft, perfect location",140,Entire home/apt,1,"Williamsburg, Brooklyn"
BROOKLYN  STUDIO APARTMENT,100,Private room,1,"Crown Heights, Brooklyn"
Sunny Suite Sleeps Up To Six,150,Entire home/apt,9,"Flatbush, Brooklyn"
"Large, Sunny Room in New Condo",89,Private room,1,"Clinton Hill, Brooklyn"
"Williamsburg Studio, Shared Kitchen",95,Entire home/apt,3,"Williamsburg, Brooklyn"
Spacious loft in Downtown Brooklyn,98,Private room,5,"Downtown Brooklyn, Brooklyn"
Modern Living in Trendy Brooklyn,185,Entire home/apt,3,"Boerum Hill, Brooklyn"
Your OWN Private Garden Apartment,120,Entire home/apt,1,"Clinton Hill, Brooklyn"
Lovely Room in Gorgeous BK Brwnstn!,90,Private room,1,"Bedford-Stuyvesant, Brooklyn"
Nice room next to Prospect Park!,59,Private room,4,"Lefferts Garden, New York"
beautiful brownstone,95,Entire home/apt,3,"Bedford-Stuyvesant, Brooklyn"
Designer Loft Penthouse Brooklyn,195,Entire home/apt,6,"Sunset Park, Brooklyn"
Beautiful studio by Prospect Park,65,Entire home/apt,2,"Windsor Terrace, Brooklyn"
Cheap Budget Private Room #3,49,Private room,2,"Bushwick, Brooklyn"
Base Camp in Bed-Stuy,85,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
Four bedroom brownstone with 2 bath,225,Entire home/apt,1,"Crown Heights, Brooklyn"
Spacious Room in NYC Loft,85,Private room,4,"Williamsburg, Brooklyn"
Nice room Convenient to Manhattan A,64,Private room,2,"Sunset Park, Brooklyn"
BKLYN BROWNSTONE: The Stuyvesant,150,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
Your own studio in Bed- Stuy.,50,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
Settle in to this Private Room,85,Private room,7,"Bedford-Stuyvesant, Brooklyn"
Private Happy Williamsburg Room,100,Private room,8,"Williamsburg, Brooklyn"
Sunny and Spacious Apartment.,100,Private room,8,"Crown Heights, Brooklyn"
"Gorgeous #1, Garden, Best Location",92,Private room,1,"Park Slope, Brooklyn"
Spacious Room/1 Block From Train,59,Private room,9,"Bushwick, Brooklyn"
Classic Brooklyn brownstone,169,Private room,2,"Park Slope, Brooklyn"
Garden Suite in Fort Greene,90,Entire home/apt,8,"Fort Greene, Brooklyn"
1400ft 2BR Loft BedfordWilliamsburg,240,Entire home/apt,1,"Williamsburg, Brooklyn"
Sunny Williamsburg Apt w/ Deck,180,Entire home/apt,2,"Williamsburg, New York"
Brownstone Haven in Clinton Hill,100,Private room,2,"Clinton Hill, Brooklyn"
Comfortable Room available,45,Private room,1,"Bushwick, Brooklyn"
Large sunny room across from park,60,Private room,3,"Bushwick, Brooklyn"
Sunny Private Room in Williamsburg,90,Private room,2,"Williamsburg, Brooklyn"
Spacious private room in loft,100,Private room,2,"Greenpoint, Brooklyn"
Amazing 1Br in Prime Williamsburg,145,Entire home/apt,2,"Williamsburg, Brooklyn"
The Library Loft's White Room,70,Private room,2,"Williamsburg, Brooklyn"
Cozy bedroom in My Loft in New York,79,Private room,6,"Williamsburg, Brooklyn"
"Sweet, Serene Brooklyn Apartment",110,Entire home/apt,8,"Bedford-Stuyvesant, Brooklyn"
Quintessential W'burg Apartment,100,Private room,3,"Williamsburg, Brooklyn"
Private room in New York Loft,85,Private room,1,"Williamsburg, Brooklyn"
"Sunny, Large, Park Slope Bedroom",105,Private room,8,"Park Slope, Brooklyn"
Huge Sunny room just off bedford,69,Private room,4,"Williamsburg, Brooklyn"
"Ample 1BD apt. in hip Bushwick, BK",125,Entire home/apt,1,"Bushwick, Brooklyn"
BUDGET ROOM ~ BEST LOCATION!! #1,89,Private room,8,"Williamsburg, Brooklyn"
Cute and colorful Boerum Hill Apt.,85,Private room,1,"Boerum Hill, Brooklyn"
Central Williamsburg with Garden,95,Private room,2,"Williamsburg, Brooklyn"
"Fab, Cozy Brownstone Apt in BedStuy",95,Entire home/apt,8,"Bedford-Stuyvesant, Brooklyn"
Colorful Garden Studio in Wburg,120,Entire home/apt,2,"Williamsburg, Brooklyn"
Place (Room),99,Private room,6,"Bedford-Stuyvesant, Brooklyn"
Spacious Park Slope brownstone,140,Entire home/apt,9,"Park Slope, Brooklyn"
Beautiful new loft in greenpoint,90,Entire home/apt,1,"Greenpoint, Brooklyn"
Bedford Ave Artist Loft,99,Entire home/apt,3,"Williamsburg, Brooklyn"
Quiet Park Slope Apt Near All,275,Entire home/apt,2,"Park Slope, Brooklyn"
Charming Ft Greene Garden Apartment,135,Entire home/apt,2,"Fort Greene, Brooklyn"
Cozy Room in Heart of Williamsburg,95,Private room,8,"Williamsburg, Brooklyn"
Big sunny rm (#3) in beautiful home,60,Private room,2,"Prospect Heights, Brooklyn"
Sunny 1 Bedroom Apartment/Loft,150,Entire home/apt,1,"Williamsburg, Brooklyn"
Bright Williamsburg room,55,Private room,O,"Williamsburg, Brooklyn"
HIP ROOM 2 PRIME CHIC WILLYBURG!!,100,Private room,2,"Williamsburg, Brooklyn"
Cozy apt in heart of Williamsburg!,175,Entire home/apt,5,"Williamsburg, Brooklyn"
Park Slope/Prospect Hghts 2 bedroom,149,Entire home/apt,6,"Prospect Heights, Brooklyn"
CHEAP BIG room in Williamsburg,50,Private room,3,"Williamsburg, Williamsburg Brooklyn"
Private Williamsburg Flat,99,Entire home/apt,4,"Williamsburg, Brooklyn"
Luxury Flat with Outdoor & Office,250,Entire home/apt,2,"DUMBO, Brooklyn"
Private Room in Artist's Loft,65,Private room,1,"Williamsburg, Brooklyn"
"Secure, clean and warm 2bd bedroom.",45,Private room,9,"Crown Heights, Brooklyn"
"Luxury Modern Bedroom Brooklyn, NYC",44,Private room,1,"Crown Heights, Brooklyn"
Cozy BR in Wiliamsburg 2 Bedroom,75,Private room,7,"Williamsburg, Brooklyn"
Beautiful Fresh Studio for Sublet,140,Entire home/apt,3,"Clinton Hill, Brooklyn"
Downtown Brooklyn Luxury Building,100,Shared room,1,"Fort Greene, Brooklyn"
Quiet Room in Sunny WB Penthouse,95,Private room,1,"Williamsburg, Brooklyn"
Private Room Overlooking Garden,53,Private room,2,"Bushwick, Brooklyn"
Large Room in Williamsburg,50,Private room,1,"Williamsburg, Brooklyn"
Beautiful Brooklyn share apartment,55,Shared room,1,"Bay Ridge, Brooklyn"
"Small Cozy Room, Ideal Location",70,Private room,4,"Fort Greene, Brooklyn"
Gorgeous Brownstone Suite,109,Private room,3,"Prospect Heights, Brooklyn"
Bedford Stuyvesant Townhouse,150,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
Exclusive 2BR Centric Williamsburg,229,Entire home/apt,O,"Williamsburg, Brooklyn"
BedStuy Garden Apt with BackYard,99,Entire home/apt,3,"Bedford-Stuyvesant, Brooklyn"
BIG ROOM 2- 15 MINUTES TO MANHATTAN,75,Private room,2,"Bushwick, Brooklyn"
Private Room in Spacious Apartment,55,Private room,1,"Bedford-Stuyvesant, Brooklyn"
"Beautiful Room, Prime Williamsburg!",68,Private room,5,"Williamsburg, Brooklyn"
"BIG & SUNNY, 1 STOP FROM MANHATTAN",295,Entire home/apt,1,"Fort Greene, Brooklyn"
"Sunny room, peaceful house, bikes!",70,Private room,2,"Bedford-Stuyvesant, Brooklyn"
"Modern, Sunlit Brooklyn Flat",200,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
Gorgeous Williamsburg 1 Bedroom Apt,225,Entire home/apt,1,"Williamsburg, Brooklyn"
"Huge Sunny Private Bedroom, 1st FL",75,Private room,1,Brooklyn
Cute and cozy Boerum Hill studio,100,Entire home/apt,4,"Boerum Hill, Brooklyn"
SPRING BRAKE DORM ROOM !! SO COOL,25,Shared room,O,"Bedford-Stuyvesant, Brooklyn"
New 1BR + 1BA with Private Entrance,89,Private room,2,"Bedford-Stuyvesant, Brooklyn"
Sweet and Neat Cobble Hill 1 BR,199,Entire home/apt,3,"Boerum Hill, Brooklyn"
Sunny Room in Bushwick,125,Private room,1,"Williamsburg, Brooklyn"
Beautiful central bright loft apt.,200,Entire home/apt,3,"Williamsburg, Brooklyn"
Room with En Suite Bathroom & Deck,85,Private room,2,"Clinton Hill, Brooklyn"
Bushwick Duplex 2,85,Private room,1,"Bushwick, Brooklyn"
Bright and spacious 1 bedroom,115,Entire home/apt,5,"Crown Heights, Brooklyn"
Fabulous Urban Retreat 2 bedrooms,175,Entire home/apt,8,"Crown Heights, Brooklyn"
Sleek Entire 2BR Apt - Bedford Ave!,159,Entire home/apt,9,"Williamsburg, Brooklyn"
Loft Living in Bumpin Bushwick,60,Private room,1,"Bushwick, Brooklyn"
"LEGAL PARK SLOPE 4 BR, ROOF TERRACE",500,Entire home/apt,4,"Park Slope, Brooklyn"
"Cozy, Convenient Williamsburg Apt",169,Entire home/apt,9,"Williamsburg, Brooklyn"
Bedroom in Designer Brooklyn Loft,85,Private room,7,"Bushwick, Brooklyn"
Tiny little private nook!,35,Private room,2,"Crown Heights, Brooklyn"
BUDGET RM+ 1/2BATH-15 MIN MANHATTAN,64,Private room,9,"Bushwick, Brooklyn"
Ebony & Ivory Close to Manhattan,99,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
"Huge factory loft, prime location",225,Entire home/apt,3,"Williamsburg, Brooklyn"
Heart of Wberg Private Room 1B,80,Private room,2,"Williamsburg, Brooklyn"
Large Sunny Private W'burg Room,70,Private room,1,"Williamsburg, Brooklyn"
ZEN LOFT 3 - INSTANT BOOK NOW :),80,Private room,8,"Williamsburg, Brooklyn"
Trendy Bushwick neighborhood,70,Private room,7,"Bushwick, Brooklyn"
Luxury Loft Private Room B (3C),100,Private room,1,"Williamsburg, Brooklyn"
Sunny Room w Private Bath in Duplex,70,Private room,1,"Bedford-Stuyvesant, Brooklyn"
Lofty Condo w/ Outdoor Space,125,Private room,6,"Prospect Heights, Brooklyn"
Large furnished bedroom with desk,75,Private room,2,"Lefferts Garden, Brooklyn"
Romantic Brooklyn Garden Apt,175,Entire home/apt,2,"Fort Greene, Brooklyn"
Private Room in WBerg Flat 4B,90,Private room,3,"Williamsburg, Brooklyn"
Fantastic Views and Great Location,45,Shared room,1,"Greenwood Heights, Brooklyn"
Spacious & Lovely 1BR in Greenpoint,155,Entire home/apt,4,"Greenpoint, Brooklyn"
Sunny Elegant and Big Room!,80,Private room,4,"Bedford-Stuyvesant, Brooklyn"
***Huge Room in Bright Open Loft***,130,Private room,3,"Williamsburg, Brooklyn"
"Modern, Carroll Garden Townhouse",300,Entire home/apt,6,"Carroll Gardens, Brooklyn"
Large 1BR right by Prospect Park,95,Entire home/apt,3,"Windsor Terrace, Brooklyn"
Cozy room in a 2-bedroom apt,40,Private room,O,"Crown Heights, Brooklyn"
Williamsburg Private Room For Rent,70,Private room,2,"Williamsburg, Brooklyn"
Bargain Private Room #1,79,Private room,2,"Bushwick, Brooklyn"
lovely brooklyn oasis,150,Entire home/apt,3,"Bedford-Stuyvesant, Brooklyn"
Sunny Space in Williamsburg,100,Private room,9,"Williamsburg, Brooklyn"
Great value in cool Greenpoint.,119,Entire home/apt,6,"Greenpoint, Brooklyn"
Beautiful Bright Williamsburg Apt.,170,Entire home/apt,1,"Williamsburg, Brooklyn"
Nice Bedroom in Williamsburg Loft,95,Private room,9,"Williamsburg, Brooklyn"
Private Bedroom in Williamsburg,98,Private room,2,"Williamsburg, Brooklyn"
Relaxing Room in Hip Neighborhood,79,Private room,9,"Williamsburg, Brooklyn"
"Living the dream in Bushwick, 1BR",99,Entire home/apt,6,"Bushwick, Brooklyn"
"In the real heart of Wburg, Bedford",200,Entire home/apt,1,"Williamsburg, Brooklyn"
Bright Quiet 1BD in the Heart of BK,150,Entire home/apt,6,"Boerum Hill, Brooklyn"
Comfy room in heart of Williamsburg,85,Private room,1,"Williamsburg, Brooklyn"
Sunny Gem steps from Prospect Park,140,Entire home/apt,1,"Prospect Heights, Brooklyn"
"Nice room, comfy bed, friendly host",45,Private room,1,"Windsor Terrace, Brooklyn"
Great room in hip Williamsburg,75,Private room,7,"Williamsburg, Brooklyn"
Warm Apt 1 stop away from Manhattan,85,Private room,1,"Williamsburg, Brooklyn"
BIG/Bright Williamsburg at the L,68,Private room,6,"Williamsburg, Brooklyn"
Heart of Wberg Private Room 1A,80,Private room,3,"Williamsburg, Brooklyn"
Bright Brooklyn garden apartment!,110,Entire home/apt,3,"Bedford-Stuyvesant, Brooklyn"
Charming room in Victorian home,79,Private room,5,"Bedford-Stuyvesant, Brooklyn"
Park Slope Private Room and Bath,65,Private room,2,"Park Slope, Brooklyn"
"Private room, williamsburg NYC!!!!!",59,Private room,1,"Williamsburg, Brooklyn"
Charming Boutique Room in Bushwick,65,Private room,2,"Bushwick, Brooklyn"
Entire Apartment (~700 sq feet),130,Entire home/apt,8,"Williamsburg, Brooklyn"
Great location! Fort Greene!!!,250,Entire home/apt,1,"Fort Greene, Brooklyn"
Large Bedroom with kitchenette,120,Private room,2,"Prospect Heights, Brooklyn"
"Private Garden Apt: 2 Bed, 2 Bath",220,Entire home/apt,1,"Greenpoint, Brooklyn"
Beautiful Space in Brooklyn Heights,250,Entire home/apt,7,"Brooklyn Heights, Brooklyn"
"Spacious, Private, Convenient 1 BR!",95,Private room,6,"Brooklyn Heights, Brooklyn"
Charming Williamsburg apartment!,130,Entire home/apt,6,"Williamsburg, Brooklyn"
Room next to the Brooklyn Museum,75,Private room,5,"Crown Heights, Brooklyn"
Williamsburg Church Loft Space,150,Private room,8,"Williamsburg, Brooklyn"
Up to 3 BR in spacious Brooklyn apt,75,Private room,O,"Crown Heights, Brooklyn"
Private Bedroom in Wooden House,90,Private room,1,"Williamsburg, Brooklyn"
"Queen bed in Bushwick, Brooklyn",80,Private room,9,"Bushwick, Brooklyn"
Clean Bedroom with free breakfast!,65,Private room,1,"Bedford-Stuyvesant, Brooklyn"
"East River Queen, & outdoor deck!",175,Entire home/apt,5,"Williamsburg, New York"
"Sunny, Modern & Cozy Brooklyn Home",95,Entire home/apt,3,"Bedford-Stuyvesant, Brooklyn"
Private Room B in Lux Loft (3B),100,Private room,1,"Williamsburg, Brooklyn"
2bdrm Luxury Apt Fort Greene Bklyn,175,Entire home/apt,1,"Fort Greene, Brooklyn"
Private one BR Apt with garden veiw,145,Entire home/apt,5,"Crown Heights, Brooklyn"
Chez Louise sunny BK garden apt.,110,Entire home/apt,3,"Bedford-Stuyvesant, Brooklyn"
Beautiful Spot on Manhattan Ave.,59,Private room,1,"Greenpoint, Brooklyn"
Sunny 1BR in S Williamsburg off JMZ,130,Entire home/apt,1,"Williamsburg, Brooklyn"
Historic Fort Greene & Clinton Hill,129,Entire home/apt,2,"Clinton Hill, Brooklyn"
Cozy 2 Bedroom 20 Min from City,145,Entire home/apt,6,"Bedford-Stuyvesant, Brooklyn"
Spacious Studio 3 - Fort Greene,60,Private room,4,"Boerum Hill, Brooklyn"
Treehouse Nook in Bushwick Home,80,Private room,1,"Bushwick, Brooklyn"
Great Williamsburg Apt with Balcony,69,Private room,1,"Williamsburg, Brooklyn"
Lofted room available Bushwick,45,Private room,O,"Bushwick, Brooklyn"
Charming Studio in Carroll Gardens,100,Entire home/apt,5,"Carroll Gardens, Brooklyn"
Stylish Arty Brooklyn Appartment #4,175,Entire home/apt,1,"Boerum Hill, Brooklyn"
Option of 2 Full Beds + Roof Deck,58,Private room,8,"Bushwick, Brooklyn"
Cozy Room on Prospect Park!,45,Private room,6,"Flatbush, Brooklyn"
Studio in Brownstone - Brooklyn 3F,119,Entire home/apt,5,"Clinton Hill, Brooklyn"
SUNNY ROOM A PRIME CHIC WILLYBURG!!,100,Private room,2,"Williamsburg, Brooklyn"
PRIVATE suite in Brooklyn's Heart,100,Private room,1,"Boerum Hill, New York"
Private Room in New York!,50,Private room,4,"Sunset Park, Brooklyn"
Greenpoint Waterfront Loft,185,Entire home/apt,1,"Greenpoint, Brooklyn"
Cozy Room With private 1/2 bath,70,Private room,1,"Park Slope, Brooklyn"
Two bedrooms in Williamsburg,200,Entire home/apt,1,"Williamsburg, Brooklyn"
Nice room + Private Rooftop Terrace,55,Private room,2,"Williamsburg, Brooklyn"
Williamsburg/Greenpoint Parkside,245,Entire home/apt,1,"Greenpoint, Brooklyn"
Charming Oasis Mins Away From City,225,Entire home/apt,3,"Gowanus, Brooklyn"
"Quaint, beautiful studio Brooklyn",130,Entire home/apt,3,"Boerum Hill, Brooklyn"
Spacious 1 Bdrm in Prospect Heights,110,Entire home/apt,1,"Crown Heights, Brooklyn"
Prime Location in Bed-Stuy,110,Entire home/apt,6,"Bedford-Stuyvesant, Brooklyn"
The Lincoln,235,Entire home/apt,1,"Crown Heights, Brooklyn"
Stunning  Limestone  1 Bdrm Flat,120,Entire home/apt,2,"Crown Heights, Brooklyn"
HUGE SUNNY ROOM 1 PRIME WILLYBURG!!,108,Private room,2,"Williamsburg, Brooklyn"
LOCATION! & garden window (*for 1*),50,Private room,3,"Prospect Heights, Brooklyn"
"Comfy, convenient bedroom in Bklyn!",80,Private room,8,"Lefferts Garden, Brooklyn"
New & Private Luxury Bedroom nr All,49,Private room,4,"Bushwick, Brooklyn"
"Wiliamsburg 3BDR ,Private Deck",320,Entire home/apt,3,"Williamsburg, Brooklyn"
"Private, Cozy Bedroom/ Barclay Ctr",49,Private room,2,"Lefferts Garden, Brooklyn"
NICE ROOM #2 ~ AWESOME LOCATION!!,129,Private room,3,"Williamsburg, Brooklyn"
Landmark Brooklyn Garden Apartment,150,Entire home/apt,1,"Fort Greene, Brooklyn"
Cozy room in nyc!,49,Private room,1,"Crown Heights, Brooklyn"
Bargain Private Room #2,79,Private room,2,"Bushwick, Brooklyn"
Cute + Clean GREENPOINT room,68,Private room,3,"Greenpoint, Brooklyn"
Modern apartment w/ gorgeous view,125,Private room,1,"Williamsburg, Brooklyn"
COMFY ROOM #2 ~ AMAZING LOCATION!,79,Private room,6,"Williamsburg, Brooklyn"
Fort Greene Brooklyn Studio Apt,140,Entire home/apt,2,"Fort Greene, Brooklyn"
Sunny Williamsburg Penthouse - 2BR,159,Entire home/apt,4,"Williamsburg, Brooklyn"
Spacious and Light Brooklyn Loft,220,Entire home/apt,9,"Williamsburg, Brooklyn"
Sunny Victorian Brownstone Apt.,150,Entire home/apt,1,"Park Slope, Brooklyn"
Private rm in cozy WILLIAMSBURG apt,109,Private room,2,"Williamsburg, Brooklyn"
Cheap Budget Private Room #1,55,Private room,1,"Bushwick, Brooklyn"
Industrial-Chic Brooklyn Flat,125,Entire home/apt,2,"Bedford-Stuyvesant, Brooklyn"
Incredible 1 Bedroom Loft Apartment,185,Entire home/apt,5,"Williamsburg, Brooklyn"
