name,date,closing_price
AT&T Inc,2011-08-17,28.73
AT&T Inc,2011-08-16,28.35
AT&T Inc,2011-08-15,28.37
AT&T Inc,2011-08-12,27.79
AT&T Inc,2011-08-11,28.01
AT&T Inc,2011-08-10,27.46
AT&T Inc,2011-08-09,28.41
AT&T Inc,2011-08-08,27.28
AT&T Inc,2011-08-05,28.49
AT&T Inc,2011-08-04,28.34
AT&T Inc,2011-08-03,29.05
AT&T Inc,2011-08-02,28.74
AT&T Inc,2011-08-01,29.07
Molson Coors Brewing Company,2011-10-28,42.96
Molson Coors Brewing Company,2011-10-27,42.05
Molson Coors Brewing Company,2011-10-26,41.91
Molson Coors Brewing Company,2011-10-25,41.44
Molson Coors Brewing Company,2011-10-24,41.8
Molson Coors Brewing Company,2011-10-21,41.7
Molson Coors Brewing Company,2011-10-20,40.88
Molson Coors Brewing Company,2011-10-19,41.15
Molson Coors Brewing Company,2011-10-18,41.92
Molson Coors Brewing Company,2011-10-17,41.17
Molson Coors Brewing Company,2011-10-14,41.78
Molson Coors Brewing Company,2011-10-13,41.78
Molson Coors Brewing Company,2011-10-12,41.88
Molson Coors Brewing Company,2011-10-11,42.01
Molson Coors Brewing Company,2011-10-10,42.17
Molson Coors Brewing Company,2011-10-07,41.01
Molson Coors Brewing Company,2011-10-06,41.17
Molson Coors Brewing Company,2011-10-05,40.05
Molson Coors Brewing Company,2011-10-04,39.5
Molson Coors Brewing Company,2011-10-03,38.34
Molson Coors Brewing Company,2011-09-30,39.61
Molson Coors Brewing Company,2011-09-29,40.3
Molson Coors Brewing Company,2011-09-28,39.08
Molson Coors Brewing Company,2011-09-27,40.76
Molson Coors Brewing Company,2011-09-26,39.81
Molson Coors Brewing Company,2011-09-23,39.13
Molson Coors Brewing Company,2011-09-22,39.31
Molson Coors Brewing Company,2011-09-21,40.63
Molson Coors Brewing Company,2011-09-20,42.37
Molson Coors Brewing Company,2011-09-19,42.24
Molson Coors Brewing Company,2011-09-16,42.81
Molson Coors Brewing Company,2011-09-15,42.79
Molson Coors Brewing Company,2011-09-14,42.07
Molson Coors Brewing Company,2011-09-13,41.84
Molson Coors Brewing Company,2011-09-12,41.49
Molson Coors Brewing Company,2011-09-09,41.8
Molson Coors Brewing Company,2011-09-08,42.48
Molson Coors Brewing Company,2011-09-07,42.85
Molson Coors Brewing Company,2011-09-06,42.28
Molson Coors Brewing Company,2011-09-02,42.66
Molson Coors Brewing Company,2011-09-01,43.25
Molson Coors Brewing Company,2011-08-31,43.75
Molson Coors Brewing Company,2011-08-30,43.41
Molson Coors Brewing Company,2011-08-29,43.3
Molson Coors Brewing Company,2011-08-26,42.35
Molson Coors Brewing Company,2011-08-25,42.24
Molson Coors Brewing Company,2011-08-24,42.81
Molson Coors Brewing Company,2011-08-23,43.02
Molson Coors Brewing Company,2011-08-22,42.7
Molson Coors Brewing Company,2011-08-19,42.55
Molson Coors Brewing Company,2011-08-18,43.08
Molson Coors Brewing Company,2011-08-17,43.93
Molson Coors Brewing Company,2011-08-16,43.77
Molson Coors Brewing Company,2011-08-15,43.96
Molson Coors Brewing Company,2011-08-12,42.93
Molson Coors Brewing Company,2011-08-11,42.19
Molson Coors Brewing Company,2011-08-10,40.59
Molson Coors Brewing Company,2011-08-09,42.69
Molson Coors Brewing Company,2011-08-08,40.46
Molson Coors Brewing Company,2011-08-05,42.21
Molson Coors Brewing Company,2011-08-04,41.68
Molson Coors Brewing Company,2011-08-03,43.87
Molson Coors Brewing Company,2011-08-02,44
Molson Coors Brewing Company,2011-08-01,44.3
Teradata Corp.,2011-10-28,62.18
Teradata Corp.,2011-10-27,60.81
Teradata Corp.,2011-10-26,56.51
Teradata Corp.,2011-10-25,56.05
Teradata Corp.,2011-10-24,56.39
Teradata Corp.,2011-10-21,55.5
Teradata Corp.,2011-10-20,55.17
Teradata Corp.,2011-10-19,57.48
Teradata Corp.,2011-10-18,59.25
Teradata Corp.,2011-10-17,57.47
Teradata Corp.,2011-10-14,59.31
Teradata Corp.,2011-10-13,57.96
Teradata Corp.,2011-10-12,57.27
Teradata Corp.,2011-10-11,57.12
Teradata Corp.,2011-10-10,56.09
Teradata Corp.,2011-10-07,53.72
Teradata Corp.,2011-10-06,55.16
Teradata Corp.,2011-10-05,52.58
Teradata Corp.,2011-10-04,52.55
Teradata Corp.,2011-10-03,50.82
Teradata Corp.,2011-09-30,53.53
Teradata Corp.,2011-09-29,55.05
Teradata Corp.,2011-09-28,56.27
Teradata Corp.,2011-09-27,57.12
Teradata Corp.,2011-09-26,55.64
Teradata Corp.,2011-09-23,53.38
Teradata Corp.,2011-09-22,51.21
Teradata Corp.,2011-09-21,52.86
Teradata Corp.,2011-09-20,52.24
Teradata Corp.,2011-09-19,52.46
Teradata Corp.,2011-09-16,52.55
Teradata Corp.,2011-09-15,51.45
Teradata Corp.,2011-09-14,50.99
Teradata Corp.,2011-09-13,48.91
Teradata Corp.,2011-09-12,49.08
Teradata Corp.,2011-09-09,48.09
Teradata Corp.,2011-09-08,49.68
Teradata Corp.,2011-09-07,50.81
Teradata Corp.,2011-09-06,49.88
Teradata Corp.,2011-09-02,49.03
Teradata Corp.,2011-09-01,50.93
Teradata Corp.,2011-08-31,52.36
Teradata Corp.,2011-08-30,51.48
Teradata Corp.,2011-08-29,50.33
Teradata Corp.,2011-08-26,48.67
Teradata Corp.,2011-08-25,47.69
Teradata Corp.,2011-08-24,48.88
Teradata Corp.,2011-08-23,48.22
Teradata Corp.,2011-08-22,45.09
Teradata Corp.,2011-08-19,43.35
Teradata Corp.,2011-08-18,45.42
Teradata Corp.,2011-08-17,52.4
Teradata Corp.,2011-08-16,54.58
Teradata Corp.,2011-08-15,56
Teradata Corp.,2011-08-12,55.15
Teradata Corp.,2011-08-11,53.31
Teradata Corp.,2011-08-10,51.27
Teradata Corp.,2011-08-09,53.95
Teradata Corp.,2011-08-08,50.81
Teradata Corp.,2011-08-05,53.76
Teradata Corp.,2011-08-04,54.23
Teradata Corp.,2011-08-03,54.35
Teradata Corp.,2011-08-02,53.76
Teradata Corp.,2011-08-01,55.44
TECO Energy,2011-10-28,18.81
TECO Energy,2011-10-27,18.89
TECO Energy,2011-10-26,18.22
TECO Energy,2011-10-25,17.89
TECO Energy,2011-10-24,18.21
TECO Energy,2011-10-21,18.07
TECO Energy,2011-10-20,17.77
TECO Energy,2011-10-19,17.72
TECO Energy,2011-10-18,17.8
TECO Energy,2011-10-17,17.58
TECO Energy,2011-10-14,17.86
TECO Energy,2011-10-13,17.58
TECO Energy,2011-10-12,17.63
TECO Energy,2011-10-11,17.48
TECO Energy,2011-10-10,17.54
TECO Energy,2011-10-07,17.09
TECO Energy,2011-10-06,17.25
TECO Energy,2011-10-05,17.09
TECO Energy,2011-10-04,16.77
TECO Energy,2011-10-03,16.57
TECO Energy,2011-09-30,17.13
TECO Energy,2011-09-29,17.35
TECO Energy,2011-09-28,17.02
TECO Energy,2011-09-27,17.36
TECO Energy,2011-09-26,17.34
TECO Energy,2011-09-23,17.04
TECO Energy,2011-09-22,16.93
TECO Energy,2011-09-21,17.4
TECO Energy,2011-09-20,18.28
TECO Energy,2011-09-19,18.29
TECO Energy,2011-09-16,18.49
TECO Energy,2011-09-15,18.42
TECO Energy,2011-09-14,18.28
TECO Energy,2011-09-13,18
TECO Energy,2011-09-12,17.74
TECO Energy,2011-09-09,17.51
TECO Energy,2011-09-08,17.86
TECO Energy,2011-09-07,17.93
TECO Energy,2011-09-06,17.54
TECO Energy,2011-09-02,17.71
TECO Energy,2011-09-01,18.03
TECO Energy,2011-08-31,18.3
TECO Energy,2011-08-30,18.19
TECO Energy,2011-08-29,18.2
TECO Energy,2011-08-26,17.75
TECO Energy,2011-08-25,17.7
TECO Energy,2011-08-24,17.99
TECO Energy,2011-08-23,17.59
TECO Energy,2011-08-22,17.12
TECO Energy,2011-08-19,17.15
TECO Energy,2011-08-18,17.33
TECO Energy,2011-08-17,17.56
TECO Energy,2011-08-16,17.48
TECO Energy,2011-08-15,17.56
TECO Energy,2011-08-12,16.91
TECO Energy,2011-08-11,17.03
TECO Energy,2011-08-10,16.24
TECO Energy,2011-08-09,16.73
TECO Energy,2011-08-08,15.91
TECO Energy,2011-08-05,16.96
TECO Energy,2011-08-04,17.16
TECO Energy,2011-08-03,18.12
TECO Energy,2011-08-02,18.02
TECO Energy,2011-08-01,18.38
Integrys Energy Group Inc.,2011-10-28,53.61
Integrys Energy Group Inc.,2011-10-27,53.67
Integrys Energy Group Inc.,2011-10-26,52.32
Integrys Energy Group Inc.,2011-10-25,52.11
Integrys Energy Group Inc.,2011-10-24,52.36
Integrys Energy Group Inc.,2011-10-21,51.61
Integrys Energy Group Inc.,2011-10-20,50.46
Integrys Energy Group Inc.,2011-10-19,50.1
Integrys Energy Group Inc.,2011-10-18,49.99
Integrys Energy Group Inc.,2011-10-17,49.09
Integrys Energy Group Inc.,2011-10-14,49.71
Integrys Energy Group Inc.,2011-10-13,49.07
Integrys Energy Group Inc.,2011-10-12,48.88
Integrys Energy Group Inc.,2011-10-11,48.48
Integrys Energy Group Inc.,2011-10-10,49.71
Integrys Energy Group Inc.,2011-10-07,48.42
Integrys Energy Group Inc.,2011-10-06,48.52
Integrys Energy Group Inc.,2011-10-05,47.51
Integrys Energy Group Inc.,2011-10-04,46.77
Integrys Energy Group Inc.,2011-10-03,46.93
Integrys Energy Group Inc.,2011-09-30,48.62
Integrys Energy Group Inc.,2011-09-29,49.12
Integrys Energy Group Inc.,2011-09-28,48.33
Integrys Energy Group Inc.,2011-09-27,49.23
Integrys Energy Group Inc.,2011-09-26,48.59
Integrys Energy Group Inc.,2011-09-23,47.84
Integrys Energy Group Inc.,2011-09-22,47.59
Integrys Energy Group Inc.,2011-09-21,48.86
Integrys Energy Group Inc.,2011-09-20,50.48
Integrys Energy Group Inc.,2011-09-19,49.55
Integrys Energy Group Inc.,2011-09-16,49.96
Integrys Energy Group Inc.,2011-09-15,49.47
Integrys Energy Group Inc.,2011-09-14,48.64
Integrys Energy Group Inc.,2011-09-13,48.2
Integrys Energy Group Inc.,2011-09-12,47.66
Integrys Energy Group Inc.,2011-09-09,47.22
Integrys Energy Group Inc.,2011-09-08,48.3
Integrys Energy Group Inc.,2011-09-07,48.56
Integrys Energy Group Inc.,2011-09-06,48.04
Integrys Energy Group Inc.,2011-09-02,48.45
Integrys Energy Group Inc.,2011-09-01,49.13
Integrys Energy Group Inc.,2011-08-31,50.07
Integrys Energy Group Inc.,2011-08-30,49.74
Integrys Energy Group Inc.,2011-08-29,49.88
Integrys Energy Group Inc.,2011-08-26,48.74
Integrys Energy Group Inc.,2011-08-25,48.56
Integrys Energy Group Inc.,2011-08-24,49.42
Integrys Energy Group Inc.,2011-08-23,48.43
Integrys Energy Group Inc.,2011-08-22,47.25
Integrys Energy Group Inc.,2011-08-19,47.2
Integrys Energy Group Inc.,2011-08-18,47.57
Integrys Energy Group Inc.,2011-08-17,48.54
Integrys Energy Group Inc.,2011-08-16,48.14
Integrys Energy Group Inc.,2011-08-15,48.4
Integrys Energy Group Inc.,2011-08-12,46.32
Integrys Energy Group Inc.,2011-08-11,46.34
Integrys Energy Group Inc.,2011-08-10,43.86
Integrys Energy Group Inc.,2011-08-09,45
Integrys Energy Group Inc.,2011-08-08,43.26
Integrys Energy Group Inc.,2011-08-05,46.93
Integrys Energy Group Inc.,2011-08-04,46.73
Integrys Energy Group Inc.,2011-08-03,48.45
Integrys Energy Group Inc.,2011-08-02,48.63
Integrys Energy Group Inc.,2011-08-01,49.62
TE Connectivity Ltd.,2011-10-28,36.34
TE Connectivity Ltd.,2011-10-27,36.69
TE Connectivity Ltd.,2011-10-26,34.71
TE Connectivity Ltd.,2011-10-25,33.98
TE Connectivity Ltd.,2011-10-24,34.87
TE Connectivity Ltd.,2011-10-21,33.87
TE Connectivity Ltd.,2011-10-20,33.11
TE Connectivity Ltd.,2011-10-19,33.3
TE Connectivity Ltd.,2011-10-18,34.54
TE Connectivity Ltd.,2011-10-17,33.94
TE Connectivity Ltd.,2011-10-14,34.25
TE Connectivity Ltd.,2011-10-13,33.79
TE Connectivity Ltd.,2011-10-12,32.86
TE Connectivity Ltd.,2011-10-11,30.69
TE Connectivity Ltd.,2011-10-10,30.75
TE Connectivity Ltd.,2011-10-07,29.5
TE Connectivity Ltd.,2011-10-06,29.88
TE Connectivity Ltd.,2011-10-05,28.9
TE Connectivity Ltd.,2011-10-04,28.3
TE Connectivity Ltd.,2011-10-03,27.25
TE Connectivity Ltd.,2011-09-30,28.14
TE Connectivity Ltd.,2011-09-29,29.11
TE Connectivity Ltd.,2011-09-28,28.94
TE Connectivity Ltd.,2011-09-27,28.77
TE Connectivity Ltd.,2011-09-26,28.31
TE Connectivity Ltd.,2011-09-23,27.93
TE Connectivity Ltd.,2011-09-22,27.86
TE Connectivity Ltd.,2011-09-21,28.2
TE Connectivity Ltd.,2011-09-20,28.48
TE Connectivity Ltd.,2011-09-19,29.29
TE Connectivity Ltd.,2011-09-16,29.48
TE Connectivity Ltd.,2011-09-15,29.86
TE Connectivity Ltd.,2011-09-14,29.46
TE Connectivity Ltd.,2011-09-13,28.91
TE Connectivity Ltd.,2011-09-12,27.95
TE Connectivity Ltd.,2011-09-09,28.09
TE Connectivity Ltd.,2011-09-08,29.26
TE Connectivity Ltd.,2011-09-07,29.65
TE Connectivity Ltd.,2011-09-06,28.76
TE Connectivity Ltd.,2011-09-02,29.31
TE Connectivity Ltd.,2011-09-01,30.6
TE Connectivity Ltd.,2011-08-31,30.62
TE Connectivity Ltd.,2011-08-30,31.12
TE Connectivity Ltd.,2011-08-29,30.88
TE Connectivity Ltd.,2011-08-26,29.49
TE Connectivity Ltd.,2011-08-25,28.78
TE Connectivity Ltd.,2011-08-24,29.46
TE Connectivity Ltd.,2011-08-23,28.83
TE Connectivity Ltd.,2011-08-22,27.85
TE Connectivity Ltd.,2011-08-19,27.93
TE Connectivity Ltd.,2011-08-18,28.39
TE Connectivity Ltd.,2011-08-17,30.62
TE Connectivity Ltd.,2011-08-16,30.8
TE Connectivity Ltd.,2011-08-15,31.33
TE Connectivity Ltd.,2011-08-12,30.49
TE Connectivity Ltd.,2011-08-11,30.05
TE Connectivity Ltd.,2011-08-10,28.27
TE Connectivity Ltd.,2011-08-09,28.87
TE Connectivity Ltd.,2011-08-08,27.87
TE Connectivity Ltd.,2011-08-05,30.31
TE Connectivity Ltd.,2011-08-04,30.73
TE Connectivity Ltd.,2011-08-03,32.44
TE Connectivity Ltd.,2011-08-02,32.66
TE Connectivity Ltd.,2011-08-01,33.42
Teradyne Inc.,2011-10-28,15.02
Teradyne Inc.,2011-10-27,14.58
Teradyne Inc.,2011-10-26,13.65
Teradyne Inc.,2011-10-25,13.57
Teradyne Inc.,2011-10-24,14.2
Teradyne Inc.,2011-10-21,13.56
Teradyne Inc.,2011-10-20,13.35
Teradyne Inc.,2011-10-19,12.81
Teradyne Inc.,2011-10-18,12.9
Teradyne Inc.,2011-10-17,12.54
Teradyne Inc.,2011-10-14,12.96
Teradyne Inc.,2011-10-13,12.92
Teradyne Inc.,2011-10-12,12.89
Teradyne Inc.,2011-10-11,12.42
Teradyne Inc.,2011-10-10,12.53
Teradyne Inc.,2011-10-07,12.05
Teradyne Inc.,2011-10-06,12.14
Teradyne Inc.,2011-10-05,11.64
Teradyne Inc.,2011-10-04,11.09
Teradyne Inc.,2011-10-03,10.55
Teradyne Inc.,2011-09-30,11.01
Teradyne Inc.,2011-09-29,11.17
Teradyne Inc.,2011-09-28,11.25
Teradyne Inc.,2011-09-27,11.75
Teradyne Inc.,2011-09-26,11.39
Teradyne Inc.,2011-09-23,11.41
Teradyne Inc.,2011-09-22,11.23
Teradyne Inc.,2011-09-21,11.75
Teradyne Inc.,2011-09-20,12.19
Teradyne Inc.,2011-09-19,12.49
Teradyne Inc.,2011-09-16,12.77
Teradyne Inc.,2011-09-15,12.62
Teradyne Inc.,2011-09-14,12.6
Teradyne Inc.,2011-09-13,12.17
Teradyne Inc.,2011-09-12,11.82
Teradyne Inc.,2011-09-09,11.52
Teradyne Inc.,2011-09-08,11.7
Teradyne Inc.,2011-09-07,11.98
Teradyne Inc.,2011-09-06,11.16
Teradyne Inc.,2011-09-02,11.49
Teradyne Inc.,2011-09-01,11.87
Teradyne Inc.,2011-08-31,12.1
Teradyne Inc.,2011-08-30,12.26
Teradyne Inc.,2011-08-29,12.31
Teradyne Inc.,2011-08-26,11.84
Teradyne Inc.,2011-08-25,11.34
Teradyne Inc.,2011-08-24,11.47
Teradyne Inc.,2011-08-23,11.54
Teradyne Inc.,2011-08-22,10.91
Teradyne Inc.,2011-08-19,10.9
Teradyne Inc.,2011-08-18,11.04
Teradyne Inc.,2011-08-17,11.91
Teradyne Inc.,2011-08-16,11.87
Teradyne Inc.,2011-08-15,12.47
Teradyne Inc.,2011-08-12,11.93
Teradyne Inc.,2011-08-11,11.82
Teradyne Inc.,2011-08-10,11.27
Teradyne Inc.,2011-08-09,11.81
Teradyne Inc.,2011-08-08,11.21
Teradyne Inc.,2011-08-05,11.89
Teradyne Inc.,2011-08-04,12.07
Teradyne Inc.,2011-08-03,12.91
Teradyne Inc.,2011-08-02,12.72
Teradyne Inc.,2011-08-01,13.49
Target Corp.,2011-10-28,55.24
Target Corp.,2011-10-27,55.56
Target Corp.,2011-10-26,55.15
Target Corp.,2011-10-25,54.4
Target Corp.,2011-10-24,54.72
Target Corp.,2011-10-21,54.64
Target Corp.,2011-10-20,53.71
Target Corp.,2011-10-19,53.27
Target Corp.,2011-10-18,53.64
Target Corp.,2011-10-17,52.9
Target Corp.,2011-10-14,52.95
Target Corp.,2011-10-13,52.73
Target Corp.,2011-10-12,52.75
Target Corp.,2011-10-11,53.07
Target Corp.,2011-10-10,52.63
Target Corp.,2011-10-07,51.56
Target Corp.,2011-10-06,51.91
Target Corp.,2011-10-05,49.76
Target Corp.,2011-10-04,49.47
Target Corp.,2011-10-03,47.8
Target Corp.,2011-09-30,49.04
Target Corp.,2011-09-29,50.23
Target Corp.,2011-09-28,49.99
Target Corp.,2011-09-27,50.43
Target Corp.,2011-09-26,50.62
Target Corp.,2011-09-23,49.14
Target Corp.,2011-09-22,49.13
Target Corp.,2011-09-21,51.43
Target Corp.,2011-09-20,52.28
Target Corp.,2011-09-19,52.76
Target Corp.,2011-09-16,52.66
Target Corp.,2011-09-15,51.7
Target Corp.,2011-09-14,51.28
Target Corp.,2011-09-13,50.95
Target Corp.,2011-09-12,50.11
Target Corp.,2011-09-09,50.02
Target Corp.,2011-09-08,50.59
Target Corp.,2011-09-07,50.58
Target Corp.,2011-09-06,49.34
Target Corp.,2011-09-02,49.71
Target Corp.,2011-09-01,51.06
Target Corp.,2011-08-31,51.67
Target Corp.,2011-08-30,50.96
Target Corp.,2011-08-29,51.34
Target Corp.,2011-08-26,50.83
Target Corp.,2011-08-25,50.3
Target Corp.,2011-08-24,51
Target Corp.,2011-08-23,50.63
Target Corp.,2011-08-22,50.05
Target Corp.,2011-08-19,49.92
Target Corp.,2011-08-18,50.64
Target Corp.,2011-08-17,50.55
Target Corp.,2011-08-16,49.37
Target Corp.,2011-08-15,48.12
Target Corp.,2011-08-12,48.18
Target Corp.,2011-08-11,46.98
Target Corp.,2011-08-10,46.41
Target Corp.,2011-08-09,48.65
Target Corp.,2011-08-08,46.15
Target Corp.,2011-08-05,48.35
Target Corp.,2011-08-04,47.51
Target Corp.,2011-08-03,49.44
Target Corp.,2011-08-02,48.65
Target Corp.,2011-08-01,50.78
Tenet Healthcare Corp.,2011-10-28,5.07
Tenet Healthcare Corp.,2011-10-27,5.13
Tenet Healthcare Corp.,2011-10-26,5.18
Tenet Healthcare Corp.,2011-10-25,5.09
Tenet Healthcare Corp.,2011-10-24,5.02
Tenet Healthcare Corp.,2011-10-21,4.87
Tenet Healthcare Corp.,2011-10-20,4.67
Tenet Healthcare Corp.,2011-10-19,4.41
Tenet Healthcare Corp.,2011-10-18,4.47
Tenet Healthcare Corp.,2011-10-17,4.35
Tenet Healthcare Corp.,2011-10-14,4.56
Tenet Healthcare Corp.,2011-10-13,4.42
Tenet Healthcare Corp.,2011-10-12,4.57
Tenet Healthcare Corp.,2011-10-11,4.49
Tenet Healthcare Corp.,2011-10-10,4.41
Tenet Healthcare Corp.,2011-10-07,4.35
Tenet Healthcare Corp.,2011-10-06,4.3
Tenet Healthcare Corp.,2011-10-05,4
Tenet Healthcare Corp.,2011-10-04,3.8
Tenet Healthcare Corp.,2011-10-03,3.59
Tenet Healthcare Corp.,2011-09-30,4.11
Tenet Healthcare Corp.,2011-09-29,4.25
Tenet Healthcare Corp.,2011-09-28,4.03
Tenet Healthcare Corp.,2011-09-27,4.29
Tenet Healthcare Corp.,2011-09-26,4.28
Tenet Healthcare Corp.,2011-09-23,4.19
Tenet Healthcare Corp.,2011-09-22,4.15
Tenet Healthcare Corp.,2011-09-21,4.27
Tenet Healthcare Corp.,2011-09-20,4.46
Tenet Healthcare Corp.,2011-09-19,4.61
Tenet Healthcare Corp.,2011-09-16,4.79
Tenet Healthcare Corp.,2011-09-15,4.77
Tenet Healthcare Corp.,2011-09-14,4.49
Tenet Healthcare Corp.,2011-09-13,4.62
Tenet Healthcare Corp.,2011-09-12,4.52
Tenet Healthcare Corp.,2011-09-09,5.02
Tenet Healthcare Corp.,2011-09-08,5.2
Tenet Healthcare Corp.,2011-09-07,5.42
Tenet Healthcare Corp.,2011-09-06,5.06
Tenet Healthcare Corp.,2011-09-02,5.03
Tenet Healthcare Corp.,2011-09-01,5.22
Tenet Healthcare Corp.,2011-08-31,5.28
Tenet Healthcare Corp.,2011-08-30,5.36
Tenet Healthcare Corp.,2011-08-29,5.38
Tenet Healthcare Corp.,2011-08-26,5.13
Tenet Healthcare Corp.,2011-08-25,5.09
Tenet Healthcare Corp.,2011-08-24,5.13
Tenet Healthcare Corp.,2011-08-23,4.81
Tenet Healthcare Corp.,2011-08-22,4.62
Tenet Healthcare Corp.,2011-08-19,4.65
Tenet Healthcare Corp.,2011-08-18,4.74
Tenet Healthcare Corp.,2011-08-17,5.11
Tenet Healthcare Corp.,2011-08-16,5.09
Tenet Healthcare Corp.,2011-08-15,5.07
Tenet Healthcare Corp.,2011-08-12,4.95
Tenet Healthcare Corp.,2011-08-11,4.93
Tenet Healthcare Corp.,2011-08-10,4.51
Tenet Healthcare Corp.,2011-08-09,4.78
Tenet Healthcare Corp.,2011-08-08,4.63
Tenet Healthcare Corp.,2011-08-05,4.95
Tenet Healthcare Corp.,2011-08-04,4.92
Tenet Healthcare Corp.,2011-08-03,5.19
Tenet Healthcare Corp.,2011-08-02,5.1
Tenet Healthcare Corp.,2011-08-01,5.44
Titanium Metals Corp,2011-10-28,17.73
Titanium Metals Corp,2011-10-27,17.46
Titanium Metals Corp,2011-10-26,16.5
Titanium Metals Corp,2011-10-25,15.97
Titanium Metals Corp,2011-10-24,16.63
Titanium Metals Corp,2011-10-21,15.86
Titanium Metals Corp,2011-10-20,15.49
Titanium Metals Corp,2011-10-19,15.47
Titanium Metals Corp,2011-10-18,15.97
Titanium Metals Corp,2011-10-17,15.52
Titanium Metals Corp,2011-10-14,16.18
Titanium Metals Corp,2011-10-13,15.76
Titanium Metals Corp,2011-10-12,15.93
Titanium Metals Corp,2011-10-11,15.61
Titanium Metals Corp,2011-10-10,15.38
Titanium Metals Corp,2011-10-07,14.86
Titanium Metals Corp,2011-10-06,15.32
Titanium Metals Corp,2011-10-05,15.18
Titanium Metals Corp,2011-10-04,14.55
Titanium Metals Corp,2011-10-03,14.14
Titanium Metals Corp,2011-09-30,14.98
Titanium Metals Corp,2011-09-29,15.49
Titanium Metals Corp,2011-09-28,15.1
Titanium Metals Corp,2011-09-27,15.76
Titanium Metals Corp,2011-09-26,15.2
Titanium Metals Corp,2011-09-23,14.52
Titanium Metals Corp,2011-09-22,14.64
Titanium Metals Corp,2011-09-21,15.46
Titanium Metals Corp,2011-09-20,15.7
Titanium Metals Corp,2011-09-19,16.27
Titanium Metals Corp,2011-09-16,16.04
Titanium Metals Corp,2011-09-15,15.85
Titanium Metals Corp,2011-09-14,15.29
Titanium Metals Corp,2011-09-13,15
Titanium Metals Corp,2011-09-12,14.76
Titanium Metals Corp,2011-09-09,14.8
Titanium Metals Corp,2011-09-08,15.03
Titanium Metals Corp,2011-09-07,15.38
Titanium Metals Corp,2011-09-06,14.9
Titanium Metals Corp,2011-09-02,15.09
Titanium Metals Corp,2011-09-01,15.53
Titanium Metals Corp,2011-08-31,15.95
Titanium Metals Corp,2011-08-30,15.69
Titanium Metals Corp,2011-08-29,15.33
Titanium Metals Corp,2011-08-26,14.08
Titanium Metals Corp,2011-08-25,13.65
Titanium Metals Corp,2011-08-24,14.04
Titanium Metals Corp,2011-08-23,13.9
Titanium Metals Corp,2011-08-22,13.44
Titanium Metals Corp,2011-08-19,13.5
Titanium Metals Corp,2011-08-18,13.76
Titanium Metals Corp,2011-08-17,14.22
Titanium Metals Corp,2011-08-16,14.33
Titanium Metals Corp,2011-08-15,14.92
Titanium Metals Corp,2011-08-12,14.62
Titanium Metals Corp,2011-08-11,14.42
Titanium Metals Corp,2011-08-10,13.74
Titanium Metals Corp,2011-08-09,14.5
Titanium Metals Corp,2011-08-08,13.35
Titanium Metals Corp,2011-08-05,14.58
Titanium Metals Corp,2011-08-04,14.76
Titanium Metals Corp,2011-08-03,16.27
Titanium Metals Corp,2011-08-02,16.78
Titanium Metals Corp,2011-08-01,17.62
Tiffany & Co.,2011-10-28,78.9
Tiffany & Co.,2011-10-27,79.49
Tiffany & Co.,2011-10-26,75.49
Tiffany & Co.,2011-10-25,74.42
Tiffany & Co.,2011-10-24,76.28
Tiffany & Co.,2011-10-21,74.6
Tiffany & Co.,2011-10-20,72.39
Tiffany & Co.,2011-10-19,71.16
Tiffany & Co.,2011-10-18,71.29
Tiffany & Co.,2011-10-17,70.12
Tiffany & Co.,2011-10-14,72.03
Tiffany & Co.,2011-10-13,70.35
Tiffany & Co.,2011-10-12,71.34
Tiffany & Co.,2011-10-11,69.76
Tiffany & Co.,2011-10-10,69.92
Tiffany & Co.,2011-10-07,66.37
Tiffany & Co.,2011-10-06,66.58
Tiffany & Co.,2011-10-05,62.58
Tiffany & Co.,2011-10-04,61.96
Tiffany & Co.,2011-10-03,58.79
Tiffany & Co.,2011-09-30,60.82
Tiffany & Co.,2011-09-29,64.7
Tiffany & Co.,2011-09-28,69.49
Tiffany & Co.,2011-09-27,70.85
Tiffany & Co.,2011-09-26,69.89
Tiffany & Co.,2011-09-23,70.53
Tiffany & Co.,2011-09-22,67.47
Tiffany & Co.,2011-09-21,72.19
Tiffany & Co.,2011-09-20,75.04
Tiffany & Co.,2011-09-19,76.07
Tiffany & Co.,2011-09-16,75
Tiffany & Co.,2011-09-15,74.82
Tiffany & Co.,2011-09-14,73.7
Tiffany & Co.,2011-09-13,72.17
Tiffany & Co.,2011-09-12,69.58
Tiffany & Co.,2011-09-09,68.23
Tiffany & Co.,2011-09-08,70.09
Tiffany & Co.,2011-09-07,70.57
Tiffany & Co.,2011-09-06,68.38
Tiffany & Co.,2011-09-02,67.74
Tiffany & Co.,2011-09-01,70.75
Tiffany & Co.,2011-08-31,71.68
Tiffany & Co.,2011-08-30,70.97
Tiffany & Co.,2011-08-29,71.24
Tiffany & Co.,2011-08-26,68.74
Tiffany & Co.,2011-08-25,62.87
Tiffany & Co.,2011-08-24,63.42
Tiffany & Co.,2011-08-23,62.48
Tiffany & Co.,2011-08-22,58.81
Tiffany & Co.,2011-08-19,57.14
Tiffany & Co.,2011-08-18,58.98
Tiffany & Co.,2011-08-17,64.02
Tiffany & Co.,2011-08-16,65.41
Tiffany & Co.,2011-08-15,67.94
