name,ticker_symbol,sector,city,state,date,open,high,low,close,volume,closing_price
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-10-11,118.3,118.81,117.14,117.53,1912500,117.53
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-10-10,117.45,120,117.39,118.47,2994100,118.47
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-10-07,115.6,116.7,115.33,115.95,2656900,115.95
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-10-06,112.09,115.86,111.57,115.13,2645600,115.13
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-10-05,112.01,112.4,109.56,111.98,2460800,111.98
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-10-04,110.39,112.12,109,112.01,3231300,112.01
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-10-03,110.66,114.52,110.54,112.95,3760500,112.95
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-30,109.04,112.71,109.04,110.7,2099400,110.7
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-29,109.91,110.22,108.75,110.07,2029800,110.07
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-28,110.3,110.36,107.89,108.51,1473200,108.51
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-27,111.26,111.54,109.93,110.29,1352800,110.29
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-26,107.08,109.87,107.08,109.73,4277900,109.73
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-23,106.21,107.32,105.29,106,1552500,106
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-22,107.02,108.26,105.93,106.65,1670800,106.65
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-21,111.9,111.97,108.62,108.62,1269900,108.62
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-20,111.98,112.78,111.66,111.75,1300900,111.75
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-19,110.58,112.04,110.58,111.55,1588200,111.55
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-16,112.24,112.96,111.25,111.8,2286600,111.8
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-15,110.88,112.14,110.02,111.89,1597900,111.89
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-14,109.96,110.74,109.01,110.01,1732300,110.01
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-13,109.51,110.3,108.63,109.68,1434600,109.68
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-12,106.62,109.34,105.91,109.23,1818800,109.23
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-09,108.73,108.73,106.98,107.54,1659000,107.54
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-08,110.12,110.5,109.15,109.4,1286900,109.4
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-07,110.01,110.75,109.04,110.47,1777600,110.47
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-06,107.98,109.07,106.99,108.59,2073700,108.59
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-02,110.54,111.3,109.89,110.07,963100,110.07
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-09-01,111.56,112.79,111.18,111.7,1999800,111.7
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-31,111.91,112.15,110.79,111.42,1378100,111.42
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-30,111.24,111.6,110.36,111.21,1305900,111.21
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-29,111.33,113.32,111.16,112.8,1301200,111.5
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-26,108.78,110.53,106.7,110.11,1074600,108.84
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-25,112.12,112.12,108.64,109.11,1330200,107.85
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-24,110.82,111.75,109.99,111.28,1680700,110
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-23,108.63,111.57,108.63,111.26,1988800,109.98
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-22,110.01,110.76,108.16,108.84,2400800,107.59
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-19,106.3,111.43,106.3,108.62,2309900,107.37
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-18,106.51,108.29,105.98,107.55,1651400,106.31
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-17,100.76,109.47,100.76,108.38,1855700,107.13
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-16,104.91,106.27,104.24,105.16,994400,103.95
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-15,102.56,105.91,102.05,105.82,1815600,104.6
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-12,101.35,101.96,100.63,101.62,1850300,100.45
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-09,101.14,101.59,97.38,101.4,5206000,100.23
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-05,104.38,105.71,100.68,105.25,1973300,104.04
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-04,106.11,107.23,103.31,103.43,2332000,102.24
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-03,104.59,107.59,104.59,106.97,1828100,105.74
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-02,103.87,106.21,103.83,104.59,1183300,103.38
Lorillard Inc.,LO,Consumer Staples,Greensboro,North Carolina,2011-08-01,106.86,106.97,102.97,104.87,1173900,103.66
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-10-24,119.1,120.28,115.1,118.84,16780300,118.84
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-10-21,113.69,117.13,110.94,117.04,6274800,117.04
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-10-20,110.05,111.99,109.08,111.48,3654000,111.48
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-10-19,110.66,114.09,105.59,109.42,8636700,109.42
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-10-18,117.25,117.49,110.58,111.74,6002300,111.74
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-10-17,115.91,119.25,115.23,117.33,5621000,117.33
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-10-14,121.47,122,114.4,116.04,7045600,116.04
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-10-13,112.6,118.97,111.25,117.01,9863100,117.01
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-10-12,109.4,116.24,107.07,113.62,10312600,113.62
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-10-11,109.32,110.94,103.13,108.66,20153900,108.66
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-10-10,127.56,128.5,107.31,111.62,21677800,111.62
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-10-07,123,124.18,117,117.21,5770500,117.21
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-10-06,119.7,124.25,118.48,123.24,5785300,123.24
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-10-05,115.59,119.86,112,119.76,7488400,119.76
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-10-04,114.68,117,110,114.9,7216000,114.9
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-10-03,115.14,119.94,112.62,113.25,8449500,113.25
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-09-30,109.22,115.75,107.63,113.27,10983100,113.27
NetFlix Inc.,NFLX,Information Technology,Los Gatos,California,2011-09-29,128.07,128.43,107.74,113.19,19417400,113.19
Public Storage,PSA,Financials,Glendale,California,2011-10-26,123.77,125.12,122.79,124.69,1035400,124.69
Public Storage,PSA,Financials,Glendale,California,2011-10-25,122.56,123.97,121.09,122.45,1364900,122.45
Public Storage,PSA,Financials,Glendale,California,2011-10-24,119.71,123.24,119.08,123.13,909000,123.13
Public Storage,PSA,Financials,Glendale,California,2011-10-21,117.46,119.73,117.22,119.66,947300,119.66
Public Storage,PSA,Financials,Glendale,California,2011-10-20,115.63,116.37,113.51,116.02,845700,116.02
Public Storage,PSA,Financials,Glendale,California,2011-10-19,117.01,117.57,115,115.34,980400,115.34
Public Storage,PSA,Financials,Glendale,California,2011-10-18,113.93,117.86,113.57,117.29,883800,117.29
Public Storage,PSA,Financials,Glendale,California,2011-10-17,114.46,115.58,113.48,113.86,1056400,113.86
Public Storage,PSA,Financials,Glendale,California,2011-10-14,114.78,115.24,113.59,114.91,692100,114.91
Public Storage,PSA,Financials,Glendale,California,2011-10-13,113.37,114.51,111.68,113.5,691300,113.5
Public Storage,PSA,Financials,Glendale,California,2011-10-12,112.68,115.48,111.78,114.36,878800,114.36
Public Storage,PSA,Financials,Glendale,California,2011-10-11,113.8,114.18,111.7,112.08,731500,112.08
Public Storage,PSA,Financials,Glendale,California,2011-10-10,110.62,114.65,110.27,114.59,1058000,114.59
Public Storage,PSA,Financials,Glendale,California,2011-10-07,112.42,112.42,108.08,108.23,1444100,108.23
Public Storage,PSA,Financials,Glendale,California,2011-10-06,109.41,112.03,108.57,111.75,1110300,111.75
Public Storage,PSA,Financials,Glendale,California,2011-10-05,109.74,110.59,105.05,109.96,1418300,109.96
Public Storage,PSA,Financials,Glendale,California,2011-10-04,104.5,110.22,103.42,109.91,1800000,109.91
Public Storage,PSA,Financials,Glendale,California,2011-10-03,110.2,111.91,105.71,105.78,1514800,105.78
Public Storage,PSA,Financials,Glendale,California,2011-09-30,112.52,113.77,111.19,111.35,1130800,111.35
Public Storage,PSA,Financials,Glendale,California,2011-09-29,115.23,115.34,112.29,113.63,1060400,113.63
Public Storage,PSA,Financials,Glendale,California,2011-09-28,115.5,116.39,112.82,113.02,1004300,113.02
Public Storage,PSA,Financials,Glendale,California,2011-09-27,116.83,117.41,114.65,115.22,1449300,115.22
Public Storage,PSA,Financials,Glendale,California,2011-09-26,114.46,114.84,112.93,114.71,1127900,114.71
Public Storage,PSA,Financials,Glendale,California,2011-09-23,114.33,114.7,112.06,113.7,1345900,113.7
Public Storage,PSA,Financials,Glendale,California,2011-09-22,115.42,116.49,113.01,114.7,1558000,114.7
Public Storage,PSA,Financials,Glendale,California,2011-09-21,120.45,121.94,116.51,116.86,1211600,116.86
Public Storage,PSA,Financials,Glendale,California,2011-09-20,121.33,122.26,120.58,120.65,893300,120.65
Public Storage,PSA,Financials,Glendale,California,2011-09-19,120.73,121.85,120.38,120.53,1008500,120.53
Public Storage,PSA,Financials,Glendale,California,2011-09-16,123.23,123.69,120.98,122.94,1439200,122.94
Public Storage,PSA,Financials,Glendale,California,2011-09-15,123.12,123.24,121.69,122.92,789100,122.92
Public Storage,PSA,Financials,Glendale,California,2011-09-14,120.84,122.51,118.37,121.91,1149800,121.91
Public Storage,PSA,Financials,Glendale,California,2011-09-13,120.85,120.93,118.96,120.05,909000,120.05
Public Storage,PSA,Financials,Glendale,California,2011-09-12,118.38,120.73,117.85,120.63,706000,120.63
Public Storage,PSA,Financials,Glendale,California,2011-09-09,122.81,123.46,119.85,120.66,1193900,119.71
Public Storage,PSA,Financials,Glendale,California,2011-09-08,122.59,124.81,122.18,123.85,1031500,122.87
Public Storage,PSA,Financials,Glendale,California,2011-09-07,120.78,123.72,118.81,123.63,968900,122.66
Public Storage,PSA,Financials,Glendale,California,2011-09-06,114.96,119.12,114.96,118.89,839700,117.95
Public Storage,PSA,Financials,Glendale,California,2011-09-02,119.02,121.49,118.37,118.59,1051800,117.66
Public Storage,PSA,Financials,Glendale,California,2011-09-01,123.88,124.39,120.9,121.24,1156200,120.29
Public Storage,PSA,Financials,Glendale,California,2011-08-31,123.82,124.19,122.49,123.73,1044900,122.76
Public Storage,PSA,Financials,Glendale,California,2011-08-30,122.32,124.26,120.71,123.34,880400,122.37
Public Storage,PSA,Financials,Glendale,California,2011-08-29,122.01,123.28,119.84,122.45,971800,121.49
Public Storage,PSA,Financials,Glendale,California,2011-08-26,117.29,120.21,114.7,120.11,1045000,119.16
Public Storage,PSA,Financials,Glendale,California,2011-08-25,120.44,121.47,116.62,117.77,880800,116.84
Public Storage,PSA,Financials,Glendale,California,2011-08-24,118.5,120.55,117.05,120.04,1120300,119.09
Public Storage,PSA,Financials,Glendale,California,2011-08-23,116.07,119.5,115.35,119.49,1237100,118.55
Public Storage,PSA,Financials,Glendale,California,2011-08-22,116.03,116.4,113.83,115.3,1320100,114.39
Public Storage,PSA,Financials,Glendale,California,2011-08-19,113.71,117.31,113.7,113.95,1209300,113.05
Public Storage,PSA,Financials,Glendale,California,2011-08-18,117.48,118.95,114.61,115.82,1415100,114.91
Public Storage,PSA,Financials,Glendale,California,2011-08-17,120.9,123.06,119.98,120.36,1351600,119.41
Public Storage,PSA,Financials,Glendale,California,2011-08-16,118.68,121.78,117.57,120.27,1507600,119.32
Public Storage,PSA,Financials,Glendale,California,2011-08-15,117.91,119.95,117.53,119.82,1734100,118.88
Public Storage,PSA,Financials,Glendale,California,2011-08-12,118.25,120.5,116.39,116.97,1061800,116.05
Public Storage,PSA,Financials,Glendale,California,2011-08-11,110.15,119.6,110.01,117.51,1816700,116.58
Public Storage,PSA,Financials,Glendale,California,2011-08-10,110.02,115.2,109.09,109.62,1962600,108.76
Public Storage,PSA,Financials,Glendale,California,2011-08-09,102.34,113.33,101.77,112.77,2745000,111.88
Public Storage,PSA,Financials,Glendale,California,2011-08-08,108.2,108.76,102.01,102.07,2105400,101.27
Public Storage,PSA,Financials,Glendale,California,2011-08-05,112.72,112.72,108.48,110.31,1685400,109.44
Public Storage,PSA,Financials,Glendale,California,2011-08-04,115.7,116.77,110.81,110.82,1333800,109.95
Public Storage,PSA,Financials,Glendale,California,2011-08-03,116.6,117.42,113.28,117.08,1143700,116.16
Public Storage,PSA,Financials,Glendale,California,2011-08-02,118,119.1,116.27,116.4,1089400,115.48
Public Storage,PSA,Financials,Glendale,California,2011-08-01,120.62,121.2,117.67,118.8,1177400,117.86
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-10-28,104.9,106.02,104.08,105.27,2166700,105.27
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-10-27,105.42,106.45,103.31,105.58,3207000,105.58
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-10-26,100.95,104.62,100.11,104.32,2210000,104.32
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-10-25,103.15,104.15,101.52,101.65,1573300,101.65
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-10-24,103.5,103.89,102.68,103.6,1572300,103.6
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-10-21,102.34,103.51,101.36,103.5,2105800,103.5
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-10-20,100.71,102.17,99.65,101.55,1544900,101.55
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-10-19,102.97,103,100.36,100.73,1698000,100.73
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-10-18,100.7,103.94,99.8,103.07,2096900,103.07
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-10-17,102.48,102.48,100.58,100.91,1336100,100.91
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-10-14,101.92,102.91,101.2,102.65,1548000,102.65
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-10-13,100.76,101.4,99.22,101.04,1189100,101.04
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-10-12,101.26,102.85,100.46,101.62,1659000,101.62
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-10-11,101,101.7,100.28,100.86,1037300,100.86
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-10-10,99.87,102.03,99.69,101.96,1443100,101.96
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-09-20,100.32,102.32,98.94,101.51,2626000,101.51
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-09-19,98.89,100.45,97.84,100.09,1506000,100.09
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-09-16,100.57,100.87,99.32,100.81,1824900,100.81
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-08-03,100.8,101.96,99.78,101.9,1734600,101.38
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-08-02,101.85,102.61,100.56,100.57,2573900,100.06
Praxair Inc.,PX,Materials,Danbury,Connecticut,2011-08-01,103.98,104.46,101.5,102.51,1330300,101.99
Polo Ralph Lauren Corp.,RL,Consumer Discretionary,New York,New York,2011-08-22,122.98,124.6,119.41,121.11,1897200,120.95
Polo Ralph Lauren Corp.,RL,Consumer Discretionary,New York,New York,2011-08-19,125.11,129.73,121,121.12,2113800,120.96
Polo Ralph Lauren Corp.,RL,Consumer Discretionary,New York,New York,2011-08-09,116.62,120.28,105.11,119.85,4792300,119.69
Polo Ralph Lauren Corp.,RL,Consumer Discretionary,New York,New York,2011-08-08,120.67,123.9,113.95,114.16,2416200,114.01
Polo Ralph Lauren Corp.,RL,Consumer Discretionary,New York,New York,2011-08-05,122.34,125.51,119.61,124.52,1867600,124.35
Polo Ralph Lauren Corp.,RL,Consumer Discretionary,New York,New York,2011-08-04,127.21,128.67,120.25,120.27,1559300,120.11
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-26,121.77,124.26,121.43,123.59,2189800,123.59
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-25,122.02,123.27,120.82,121.11,2118500,121.11
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-24,120.62,123.26,119.73,122.87,2417300,122.87
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-21,118.28,120.76,117.27,120.7,2869400,120.7
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-20,115.38,116.94,113.8,116.74,1740100,116.74
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-19,117.19,117.75,115.13,115.56,2080500,115.56
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-18,113.34,117.65,112.97,117.21,2123500,117.21
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-17,115.4,115.63,112.76,112.94,2016400,112.94
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-14,114.41,116.21,113.99,115.89,1360100,115.89
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-13,114.28,114.35,111.83,113.19,1560400,113.19
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-12,113.62,116.48,112.72,115.23,1993100,115.23
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-11,113.74,114.49,112.06,112.84,1770800,112.84
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-10,111.8,114.68,111.5,114.6,2334000,114.6
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-07,113.14,113.45,109.38,109.5,2540400,109.5
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-06,109.23,112.72,107.33,112.56,2659000,112.56
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-05,110.34,110.57,106.14,109.4,3904000,109.4
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-04,105.09,111.1,103.32,110.79,4675600,110.79
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-10-03,109.06,112.2,106.49,106.5,5211600,106.5
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-30,111.19,113.4,109.94,109.98,3478000,109.98
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-29,113.28,113.5,110.99,112.58,1942400,112.58
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-28,113.86,114.59,111.07,111.27,2302200,111.27
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-27,115.33,116.24,112.85,113.6,2313100,113.6
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-26,113.03,113.67,111.17,113.5,2522700,113.5
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-23,109.8,113.43,109.01,112.71,2693000,112.71
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-22,110.05,112.8,109.28,110.82,4243100,110.82
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-21,119.91,120.17,112,112.5,3363700,112.5
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-20,119.41,121.18,118.41,119.58,1817000,119.58
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-19,118.65,120.04,117.97,118.83,2094800,118.83
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-16,119.33,120.76,117.53,120.7,2801900,120.7
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-15,117.38,119.12,116.64,119.08,2516100,119.08
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-14,117.04,117.31,114.42,116.5,2135400,116.5
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-13,116.31,116.61,114.3,116.35,2266600,116.35
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-12,114.06,116.16,113.25,116.06,2205100,116.06
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-09,117.16,118.17,114.25,115.84,2385900,115.84
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-08,118.82,119.99,117.64,118.71,1745600,118.71
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-07,118.2,119.48,116.19,119.38,3038600,119.38
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-06,111.55,116.96,111.14,116.14,2744500,116.14
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-02,114.77,116.49,114.28,114.59,2055700,114.59
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-09-01,117.87,118.94,116.78,117.46,2510300,117.46
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-31,116.97,117.97,115.63,117.5,2486300,117.5
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-30,116.79,117.34,114.79,116.33,2059000,116.33
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-29,116.67,117.34,115.01,117.22,1940500,117.22
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-26,112.79,115.39,109.98,115.16,2212500,115.16
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-25,116.17,117.71,112.05,113.34,2305400,113.34
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-24,113.28,115.95,112.35,115.45,2194400,115.45
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-23,110.6,113.7,110,113.66,1756300,113.66
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-22,112.65,112.65,109.26,110.47,2256600,110.47
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-19,111.57,113.81,110,110.26,3125400,110.26
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-18,114.19,115.07,111.37,112.71,4033400,112.71
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-17,118.06,118.88,116.64,117.58,2256500,117.58
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-16,114.02,117.81,113.13,117.25,3155400,117.25
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-15,114.73,116.11,113.98,116.03,2409100,116.03
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-12,115.2,117,113.28,114.26,2042200,113.46
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-11,108.19,116.58,107.96,114.53,4614600,113.73
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-10,107.98,113.05,106.82,107.89,4823400,107.13
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-09,101.22,111.23,99.97,111.08,6097600,110.3
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-05,112.31,112.34,106.88,108.84,3377900,108.08
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-04,114.01,114.53,110.67,110.9,3267100,110.12
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-03,115.72,115.97,112.29,115.41,1909200,114.6
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-02,118.89,119.58,115.78,115.79,2395200,114.98
Simon Property Group Inc,SPG,Financials,Indianapolis,Indiana,2011-08-01,121.82,122.67,118.66,119.74,2337100,118.9
Union Pacific,UNP,Industrials,Omaha,Nebraska,2011-10-28,102.05,102.96,101.52,102.02,3115600,102.02
Union Pacific,UNP,Industrials,Omaha,Nebraska,2011-10-27,100.07,103.8,99.87,102.63,5176200,102.63
Union Pacific,UNP,Industrials,Omaha,Nebraska,2011-08-01,103.47,103.62,99.7,101.31,3915700,100.77
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-10-04,117.26,123.67,115.91,123.63,1509100,123.63
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-10-03,120.36,124.24,117.62,118.22,1187400,118.22
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-09-30,123.72,126.18,121.52,121.52,1163100,121.52
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-09-22,117.65,120.58,116.89,118.77,978200,118.77
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-09-21,125.99,127.05,120.87,120.98,877200,120.98
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-09-16,124.43,125.62,123.28,124.68,1289100,124.68
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-09-15,123.14,125.25,121.87,124.18,1366100,124.18
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-09-14,119.57,123.85,118.37,122.35,1227200,122.35
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-09-13,115.93,119.56,115.11,119.14,991700,119.14
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-09-12,111.31,115.38,111.12,115.23,750400,115.23
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-09-09,114.64,116.75,112.14,113.4,1063300,113.4
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-09-08,115.84,119.94,115.24,116.6,1995500,116.6
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-09-07,113.79,116.32,112.5,116.27,866700,116.27
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-09-06,110.31,112.46,107.57,112.29,898500,111.66
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-09-02,113.43,113.95,111.96,112.55,778900,111.92
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-09-01,117.45,118.76,115.26,115.58,1023800,114.93
